name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Dan Stittgen,12,5,185.42,77.11,185.42,Orthodox,43,2.97,0.46,4.42,0.37,0.78,1,1,0
Forrest Griffin,19,7,190.5,92.99,195.58,Orthodox,45,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7
Tito Ortiz,19,12,190.5,92.99,187.96,Orthodox,49,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6
John Alessio,35,17,177.8,70.31,182.88,Orthodox,44,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2
Yoislandy Izquierdo,10,4,180.34,70.31,180.34,Southpaw,40,2.93,0.52,1.4,0.26,0,0,0.5,0
Anistavio Medeiros,19,10,167.64,65.77,167.64,Orthodox,35,3.64,0.44,5,0.47,0,0,0,0
Delson Heleno,29,10,180.34,83.91,180.34,Orthodox,46,0.69,0.75,4.83,0.19,0,0,0,0
John Teixeira,21,2,170.18,65.77,170.18,Orthodox,37,3.36,0.35,3.2,0.63,1,0.27,0.71,0.7
Wagner Campos,12,10,167.64,65.77,167.64,Southpaw,42,1.54,0.41,2.53,0.51,2.71,1,0,0
Spencer Fisher,24,9,170.18,70.31,172.72,Southpaw,47,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8
Luis Ramos,20,10,172.72,77.11,172.72,Orthodox,43,2.4,0.35,5.6,0.42,1.5,0.2,1,0
Ricardo Funch,9,6,177.8,77.11,187.96,Southpaw,43,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0
Carlos Eduardo Rocha,9,4,177.8,77.11,185.42,Orthodox,42,1.24,0.34,1.85,0.55,0,0,0.52,1.4
Bernardo Magalhaes,13,4,175.26,70.31,175.26,Orthodox,42,1.8,0.27,3.37,0.68,0,0,0,0.5
Jake Hecht,11,4,182.88,77.11,185.42,Orthodox,40,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0
Pat Schilling,5,2,172.72,65.77,172.72,Orthodox,35,1.87,0.26,8.24,0.52,0,0,0,0
Chris Tickle,9,9,175.26,70.31,175.26,Orthodox,42,1.07,0.4,1.13,0.43,1,0.25,0.2,2
Chris Saunders,16,8,172.72,70.31,172.72,Orthodox,38,1.48,0.22,2.96,0.75,3.7,1,0,0
Jason Miller,23,10,185.42,83.91,185.42,Orthodox,43,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3
Jorge Lopez,11,5,177.8,77.11,177.8,Orthodox,35,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0
Jason MacDonald,25,16,190.5,83.91,203.2,Orthodox,48,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2
Kamal Shalorus,9,5,172.72,70.31,172.72,Orthodox,51,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0
Jeff Curran,36,18,167.64,61.23,175.26,Orthodox,46,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2
Alex Soto,8,3,172.72,61.23,172.72,Southpaw,40,2.95,0.25,5.02,0.59,2.82,0.3,0,0
Nick Denis,11,3,170.18,61.23,170.18,Orthodox,40,6.54,0.53,5.42,0.36,2.8,1,0.8,0
Mike Massenzio,13,9,187.96,83.91,185.42,Southpaw,41,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
Miguel Torres,44,9,175.26,61.23,193.04,Orthodox,43,3.98,0.43,1.86,0.74,0,0,0.17,1.6
Eddie Yagin,16,7,170.18,65.77,170.18,Orthodox,45,3.13,0.3,5.77,0.42,0,0,0.62,1
Eric Wisely,26,9,172.72,65.77,172.72,Southpaw,39,1.42,0.47,2.08,0.56,0,0,0.27,0.9
Aaron Rosa,18,6,193.04,92.99,195.58,Orthodox,40,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4
Mackens Semerzier,8,4,175.26,65.77,182.88,Orthodox,43,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1
Norifumi Yamamoto,18,6,162.56,61.23,167.64,Southpaw,47,2.09,0.45,2.01,0.57,0.41,0.22,0.45,0
Steve Cantwell,7,6,187.96,83.91,190.5,Orthodox,37,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7
Chris Cope,8,4,182.88,77.11,182.88,Orthodox,41,3.96,0.26,4.82,0.5,0,0,0.8,0
Jon Olav Einemo,6,3,198.12,114.76,198.12,Orthodox,48,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0
Christian Morecraft,8,3,198.12,117.93,205.74,Orthodox,37,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2
Jorge Rivera,20,9,185.42,83.91,185.42,Orthodox,52,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1
Eric Schafer,14,8,190.5,83.91,193.04,Orthodox,46,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
Daniel Roberts,15,7,177.8,77.11,187.96,Southpaw,43,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5
Joseph Sandoval,7,7,170.18,61.23,170.18,Southpaw,37,1.82,0.42,12.12,0.6,0,0,0,0
Brock Lesnar,5,3,190.5,120.2,205.74,Orthodox,46,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5
Junior Assuncao,16,6,175.26,65.77,182.88,Orthodox,42,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7
Claude Patrick,14,2,180.34,77.11,190.5,Orthodox,43,1.8,0.55,0.89,0.69,2.32,0.53,0.84,1.7
Krzysztof Soszynski,26,12,185.42,92.99,195.58,Open Stance,46,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1
Dennis Hallman,53,20,175.26,70.31,182.88,Orthodox,48,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1
Rich Attonito,10,5,177.8,77.11,182.88,Orthodox,46,2.28,0.47,2.13,0.59,0.74,0.37,0.75,0
Stephen Bass,11,2,175.26,65.77,175.26,Orthodox,41,4.87,0.52,5.87,0.55,0,0,0,0
Dustin Neace,25,21,175.26,65.77,175.26,Orthodox,37,2.08,0.32,2.66,0.56,0,0,0,1.7
Jason Brilz,22,6,180.34,92.99,180.34,Orthodox,48,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
Nick Pace,8,3,170.18,61.23,172.72,Orthodox,36,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
Shamar Bailey,16,11,175.26,70.31,190.5,Southpaw,41,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0
Clay Harvison,13,6,185.42,77.11,187.96,Orthodox,43,3.29,0.48,3.91,0.58,0.66,1,0.68,1.3
Cole Escovedo,17,9,170.18,61.23,182.88,Orthodox,42,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0
Paul Bradley,23,8,175.26,77.11,175.26,Orthodox,40,2.26,0.32,4.13,0.56,1.12,0.16,1,0
Matt Lucas,15,3,185.42,92.99,185.42,Orthodox,37,1.27,0.48,3.93,0.4,1,0.1,0,0
Edward Faaloloto,2,5,185.42,70.31,177.8,Orthodox,39,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0
Rob Broughton,16,7,187.96,120.2,187.96,Orthodox,41,2.83,0.6,2.54,0.51,0,0,0.26,3.2
Tyson Griffin,16,8,167.64,65.77,172.72,Orthodox,39,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9
Eliot Marshall,10,4,187.96,92.99,195.58,Orthodox,43,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
Danny Downes,8,3,182.88,70.31,182.88,Orthodox,37,1.66,0.34,3.53,0.37,0,0,0.37,0.5
Kenny Florian,14,6,177.8,65.77,187.96,Southpaw,47,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3
Matt Hughes,45,9,175.26,77.11,185.42,Switch,50,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
Ricardo Romero,11,3,182.88,92.99,193.04,Orthodox,45,2.17,0.55,4.77,0.46,1.63,0.1,1,3.3
Donny Walker,15,10,175.26,61.23,175.26,Orthodox,44,1.81,0.37,3.85,0.46,0,0,0.57,1.7
Mike Lullo,8,3,172.72,65.77,172.72,Orthodox,44,2.48,0.36,4.84,0.4,1.18,0.11,0,0.6
Ian Loveland,18,10,172.72,65.77,172.72,Orthodox,40,2.71,0.4,2.36,0.64,1,0.37,0.69,0.3
Chris Lytle,31,18,180.34,77.11,172.72,Orthodox,49,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4
TJ O'Brien,20,8,187.96,70.31,187.96,Orthodox,37,3.77,0.46,4.78,0.57,0.94,1,0,0
Jason Reinhardt,20,3,167.64,61.23,167.64,Orthodox,54,0.51,0.4,4.07,0.43,1.91,0.12,0.5,0
Andre Winner,21,11,180.34,70.31,185.42,Orthodox,42,2.52,0.33,4.57,0.51,0,0,0.74,0
Joe Stevenson,33,16,170.18,65.77,177.8,Orthodox,41,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
Javier Vazquez,16,5,170.18,65.77,175.26,Southpaw,46,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5
Curt Warburton,13,6,182.88,70.31,185.42,Orthodox,37,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9
Edward Faaloloto,2,5,177.8,70.31,177.8,Orthodox,39,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0
Shane Carwin,12,2,187.96,120.2,203.2,Orthodox,49,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0
Jesse Bongfeldt,16,5,182.88,83.91,182.88,Orthodox,43,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0
Tim Credeur,12,4,190.5,83.91,190.5,Orthodox,46,3.59,0.3,3.13,0.57,0.41,1,0.5,3.3
Chuck O'Neil,17,9,187.96,77.11,187.96,Orthodox,38,3.13,0.37,4.4,0.72,0,0,0,0
Ryan McGillivray,12,0,180.34,77.11,180.34,Orthodox,37,1.27,0.2,2.2,0.52,0,0,0.44,0
Kendall Grove,23,17,198.12,83.91,200.66,Orthodox,41,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7
Randy Couture,19,11,185.42,92.99,190.5,Orthodox,60,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
Charlie Valencia,12,7,160.02,61.23,162.56,Orthodox,49,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5
Ryan Jensen,21,8,185.42,83.91,193.04,Orthodox,46,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9
Kyle Watson,13,8,182.88,70.31,182.88,Southpaw,44,3.67,0.35,3.25,0.62,0,0,1,0
Jon Madsen,8,2,182.88,108.86,182.88,Orthodox,44,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0
Kris McCray,8,5,182.88,77.11,193.04,Orthodox,42,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0
Sean McCorkle,17,7,200.66,120.2,205.74,Orthodox,47,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2
Mario Miranda,14,7,190.5,83.91,187.96,Orthodox,44,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0
Waylon Lowe,16,7,170.18,65.77,170.18,Southpaw,43,1.88,0.55,2.4,0.53,4.47,0.55,0.83,0.3
Ricardo Almeida,13,5,182.88,77.11,187.96,Orthodox,47,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2
Kurt Pellegrino,16,7,172.72,70.31,177.8,Orthodox,44,2.45,0.43,1.94,0.63,2.9,0.54,0.69,0.8
Rob Kimmons,25,9,177.8,83.91,185.42,Orthodox,43,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4
Todd Brown,16,4,180.34,92.99,180.34,Orthodox,47,2.15,0.45,3.85,0.48,0,0,0.5,0
Tom Blackledge,10,7,182.88,92.99,182.88,Orthodox,37,2.91,0.61,2.55,0.46,0,0,0.75,0
Chris Tuchscherer,21,4,187.96,117.03,193.04,Orthodox,48,1.35,0.31,3.17,0.47,1.19,0.18,0,0.6
Maciej Jewtuszko,12,3,182.88,70.31,182.88,Southpaw,43,2.29,0.45,1.39,0.66,0,0,0.42,0.9
Antonio Banuelos,20,11,165.1,61.23,160.02,Orthodox,44,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
Paul Kelly,14,5,175.26,70.31,177.8,Orthodox,39,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5
Paul Taylor,11,6,182.88,70.31,182.88,Orthodox,44,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
Gabe Ruediger,18,8,177.8,70.31,177.8,Orthodox,46,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0
Tim Hague,21,13,193.04,117.93,193.04,Orthodox,40,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
Mike Guymon,15,6,182.88,77.11,187.96,Orthodox,49,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
Willamy Freire,26,6,172.72,70.31,172.72,Orthodox,36,1.53,0.37,0.93,0.62,0.5,1,0.73,0
Amilcar Alves,15,12,182.88,77.11,182.88,Southpaw,35,0.5,0.46,2.02,0.3,0,0,0.53,0
Marcus Davis,22,11,177.8,77.11,177.8,Southpaw,50,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4
Phil Baroni,15,18,175.26,77.11,182.88,Orthodox,47,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
Greg Soto,9,4,180.34,77.11,185.42,Orthodox,37,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1
Antonio McKee,29,6,172.72,70.31,172.72,Southpaw,54,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0
Joe Doerksen,51,16,182.88,83.91,190.5,Orthodox,46,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3
Dustin Hazelett,12,7,185.42,77.11,193.04,Orthodox,37,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1
Pat Audinwood,11,2,182.88,70.31,182.88,Orthodox,37,1.17,0.12,4.31,0.41,0.8,0.5,0,0
Aaron Wilkinson,11,7,177.8,70.31,177.8,Orthodox,37,0,0,0,1,7.32,1,0,0
Tyler Toner,15,7,172.72,65.77,177.8,Orthodox,40,2.95,0.52,2.13,0.62,0,0,0.54,0.4
Sako Chivitchian,8,1,180.34,70.31,180.34,Orthodox,40,2.4,0.27,4.8,0.46,0,0,1,0
Fredson Paixao,10,5,167.64,65.77,167.64,Orthodox,44,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2
Gerald Harris,23,5,180.34,83.91,195.58,Southpaw,44,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0
Maiquel Falcao,37,10,180.34,83.91,180.34,Orthodox,43,1.67,0.55,0.53,0.86,1,1,0.71,3
Brian Foster,27,10,175.26,77.11,180.34,Orthodox,39,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8
Karo Parisyan,24,11,177.8,77.11,182.88,Orthodox,41,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1
Goran Reljic,15,8,190.5,92.99,205.74,Southpaw,40,1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1
Nick Osipczak,6,3,187.96,77.11,193.04,Orthodox,39,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1
Alexandre Ferreira,18,6,170.18,92.99,170.18,Orthodox,44,2.57,0.6,8.14,0.42,0,0,0,0
Mark Scanlon,9,2,175.26,77.11,175.26,Orthodox,37,2.2,0.35,3.33,0.48,3,0.75,0.25,2
Seth Petruzelli,14,8,182.88,92.99,193.04,Orthodox,44,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3
Gilbert Yvel,39,16,187.96,102.06,195.58,Orthodox,47,1.05,0.47,1.78,0.5,0,0,0.25,1
James Wilks,7,4,185.42,77.11,190.5,Orthodox,45,1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8
Vinicius Queiroz,8,4,200.66,99.79,200.66,Orthodox,40,3.67,0.51,4.1,0.41,5.07,0.7,1,0.7
Mark Holst,12,6,182.88,70.31,182.88,Orthodox,38,0.25,0.19,1.67,0.47,0.76,1,0.6,2.3
James McSweeney,15,15,193.04,104.33,195.58,Switch,43,3.94,0.55,4.33,0.42,0.52,0.33,1,1.1
Matt Serra,11,7,167.64,77.11,172.72,Orthodox,49,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9
Sean Sherk,36,4,167.64,70.31,170.18,Orthodox,50,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4
Steve Lopez,13,6,180.34,70.31,180.34,Orthodox,39,1.39,0.24,2.69,0.62,0,0,0.37,0
Julio Paulino,23,5,182.88,77.11,182.88,Orthodox,48,0.97,0.27,1.87,0.48,0,0,0.37,0.5
John Gunderson,35,16,175.26,70.31,175.26,Orthodox,45,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2
Tomasz Drwal,21,5,185.42,92.99,193.04,Orthodox,42,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4
Forrest Petz,26,10,175.26,77.11,180.34,Orthodox,48,2.27,0.29,2.2,0.57,1.3,1,0.66,0
James Toney,0,1,175.26,99.79,175.26,Orthodox,55,0,0,2.41,0.27,0,0,0,0
John Salter,14,3,185.42,83.91,187.96,Southpaw,39,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
Rodney Wallace,26,15,175.26,92.99,182.88,Switch,42,1.13,0.46,3.44,0.45,6,0.54,0.28,1
James Irvin,17,10,187.96,92.99,190.5,Orthodox,45,2.03,0.48,3.86,0.35,0,0,0.36,0.5
Steve Steinbeiss,9,4,190.5,83.91,190.5,Orthodox,42,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0
Keith Jardine,17,11,187.96,83.91,193.04,Orthodox,48,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7
Jamie Yager,8,4,185.42,83.91,185.42,Orthodox,40,3.08,0.39,2.55,0.63,0,0,0.66,0
Josh Bryant,15,4,177.8,83.91,177.8,Orthodox,43,1.1,0.2,6.1,0.43,0,0,0,0
James Hammortree,6,3,190.5,83.91,190.5,Orthodox,40,1.93,0.3,4.13,0.44,2,0.5,1,1
Chuck Liddell,21,8,187.96,92.99,193.04,Orthodox,54,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0
David Loiseau,23,11,182.88,83.91,193.04,Orthodox,44,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
Jesse Lennox,14,4,175.26,77.11,182.88,Orthodox,42,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3
Dan Lauzon,17,6,177.8,70.31,177.8,Orthodox,35,1.34,0.25,4.09,0.61,1.63,0.33,0.8,2.7
Joe Brammer,7,3,172.72,70.31,172.72,Orthodox,40,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0
Jesse Forbes,15,5,187.96,83.91,190.5,Southpaw,39,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2
Paul Daley,39,15,175.26,77.11,193.04,Orthodox,41,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0
Kevin Ferguson,5,2,187.96,106.59,195.58,Orthodox,50,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2
Jonathan Goulet,23,12,182.88,77.11,185.42,Orthodox,44,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6
Yoshiyuki Yoshida,18,9,180.34,77.11,177.8,Southpaw,49,0.85,0.36,3.67,0.36,1.41,0.28,0.25,2.8
Renzo Gracie,13,7,177.8,83.91,177.8,Orthodox,57,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8
Brad Blackburn,18,13,177.8,77.11,185.42,Orthodox,46,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
Matt Veach,17,5,180.34,70.31,180.34,Orthodox,42,1.12,0.28,4.91,0.44,3.64,0.38,1,1.5
Mostapha Al-Turk,6,6,187.96,111.13,195.58,Orthodox,50,1.36,0.19,3.61,0.53,0,0,0,0
Nate Quarry,12,4,182.88,83.91,182.88,Open Stance,52,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0
Ronys Torres,35,5,170.18,70.31,170.18,Orthodox,48,0.87,0.26,1.93,0.57,4,0.47,0.16,0.5
Rob Emerson,18,12,175.26,70.31,177.8,Orthodox,42,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4
Caol Uno,33,19,170.18,70.31,177.8,Southpaw,48,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
Lucio Linhares,19,8,187.96,83.91,187.96,Orthodox,50,0.99,0.22,3.47,0.34,1.86,0.5,0.5,1.9
Rory Markham,17,6,182.88,77.11,180.34,Orthodox,42,1.98,0.21,10.27,0.45,0,0,0,0
Paul Buentello,35,17,187.96,111.13,195.58,Orthodox,50,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Shannon Gugerty,15,7,177.8,70.31,180.34,Orthodox,42,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4
Chase Gormley,14,6,190.5,120.2,190.5,Orthodox,37,3.6,0.42,6.03,0.44,3.12,0.42,0,1
Mark Coleman,16,10,185.42,92.99,190.5,Orthodox,59,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
Frank Trigg,21,9,175.26,77.11,180.34,Southpaw,51,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
Justin Buchholz,15,10,182.88,70.31,185.42,Orthodox,40,2.35,0.26,4.14,0.51,0,0,0.33,0.8
Rolles Gracie,8,4,193.04,109.77,193.04,Orthodox,45,2.3,0.32,3.38,0.55,2.3,0.1,0,0
Jay Silva,10,11,187.96,83.91,187.96,Southpaw,37,1.13,0.34,3.07,0.4,0,0,0.38,1
Kyle Bradley,19,12,175.26,70.31,180.34,Orthodox,41,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0
Wilson Gouveia,14,8,185.42,83.91,193.04,Orthodox,45,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2
Shane Nelson,16,7,175.26,70.31,177.8,Southpaw,39,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
Kevin Burns,12,7,177.8,77.11,187.96,Orthodox,44,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Houston Alexander,17,15,182.88,92.99,182.88,Orthodox,52,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0
Marcus Jones,4,2,198.12,120.2,198.12,Orthodox,50,1.94,0.52,2.71,0.58,8.71,0.75,0,2.9
Darrill Schoonover,14,8,187.96,99.79,187.96,Orthodox,38,1.2,0.33,4.35,0.38,0,0,0.5,1.1
Justin Wren,13,2,187.96,120.2,187.96,Orthodox,36,3.43,0.35,2.07,0.64,0,0,1,0
Jake Rosholt,12,5,185.42,83.91,185.42,Orthodox,42,2.68,0.53,2.33,0.49,6.51,0.68,0,1.8
Brock Larson,42,10,180.34,77.11,180.34,Southpaw,46,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2
Jason Dent,22,13,177.8,70.31,180.34,Orthodox,43,2.01,0.39,3.7,0.62,0,0,0.26,1.4
Denis Kang,35,16,180.34,83.91,195.58,Orthodox,46,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2
Rolando Delgado,11,6,190.5,70.31,195.58,Orthodox,42,1.56,0.4,1.83,0.62,1.17,0.22,0,3.5
Antoni Hardonk,8,6,193.04,111.13,198.12,Orthodox,48,3.4,0.61,3.07,0.46,0,0,0.4,0.9
Razak Al-Hassan,13,5,187.96,92.99,187.96,Orthodox,41,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0
Hermes Franca,24,17,167.64,70.31,180.34,Orthodox,49,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4
Drew McFedries,12,7,182.88,83.91,182.88,Southpaw,45,5.13,0.51,4.56,0.52,1.42,1,0.56,0.7
Roger Huerta,23,9,175.26,70.31,177.8,Orthodox,40,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5
Chris Wilson,18,10,185.42,77.11,190.5,Orthodox,46,2.32,0.5,1.36,0.55,1.31,0.5,0.6,1.6
Justin McCully,11,5,185.42,102.06,185.42,Orthodox,48,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0
Marcus Aurelio,22,10,177.8,70.31,187.96,Orthodox,50,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3
Dan Cramer,11,4,187.96,77.11,187.96,Orthodox,38,0.97,0.3,2.1,0.31,0,0,0.66,0.5
Danillo Villefort,15,5,185.42,83.91,185.42,Orthodox,40,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7
Jake O'Brien,15,4,190.5,92.99,193.04,Orthodox,39,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
Mike Ciesnolevicz,19,4,182.88,106.59,182.88,Orthodox,44,0.51,0.5,4.62,0.57,0,0,0.2,5.1
Frank Lester,11,6,180.34,77.11,180.34,Orthodox,39,2.18,0.36,3.82,0.53,0,0,0,0
Cameron Dollar,11,5,180.34,70.31,180.34,Orthodox,36,5.04,0.38,2.94,0.61,0,0,0,0
Dale Hartt,6,3,177.8,70.31,175.26,Orthodox,44,1.14,0.35,1.55,0.66,1.22,1,0.25,2.5
Denis Stojnic,13,3,182.88,111.13,182.88,Orthodox,44,1.51,0.23,6.06,0.36,0,0,0.8,1
Xavier Foupa-Pokam,32,22,185.42,83.91,185.42,Open Stance,41,1.47,0.43,2.5,0.49,0,0,0.16,0
Andre Gusmao,6,3,182.88,92.99,182.88,Orthodox,46,2.79,0.43,3.28,0.6,0,0,0.6,0
Brandon Wolff,7,5,175.26,77.11,175.26,Orthodox,48,0.47,0.33,10.91,0.19,0,0,0,0
David Kaplan,3,4,170.18,70.31,170.18,Orthodox,44,2.88,0.46,4.32,0.67,4.88,0.43,0,0.7
David Bielkheden,24,12,177.8,70.31,180.34,Orthodox,44,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0
Ryo Chonan,22,13,175.26,77.11,177.8,Orthodox,47,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3
Carmelo Marrero,16,6,182.88,92.99,185.42,Orthodox,43,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
Junie Browning,5,6,175.26,70.31,175.26,Orthodox,39,3.76,0.48,1.76,0.66,3.53,0.66,0,3.5
Matt Horwich,30,25,185.42,83.91,185.42,Orthodox,45,1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7
Jesse Sanders,23,7,182.88,77.11,182.88,Orthodox,37,0,0,6.45,0.35,0,0,0.5,0
Nissen Osterneck,12,4,187.96,83.91,187.96,Orthodox,42,3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3
Joe Vedepo,18,9,182.88,83.91,182.88,Orthodox,37,1.43,0.42,5.71,0.38,1.07,0.2,0,0
Tim McKenzie,14,9,182.88,83.91,187.96,Orthodox,41,1.37,0.54,2.96,0.44,0,0,0.28,2.1
Pete Sell,10,7,180.34,77.11,190.5,Orthodox,41,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
Ryan Madigan,5,3,182.88,77.11,182.88,Orthodox,37,0,0,3.35,0.47,0,0,0,0
Jason Day,19,12,182.88,83.91,182.88,Orthodox,42,3.61,0.54,3.46,0.47,1.13,1,0,0
Michael Patt,12,4,182.88,92.99,182.88,Orthodox,37,1.65,0.28,5.53,0.55,0,0,0,0
Brian Cobb,20,9,180.34,70.31,180.34,Orthodox,37,0,0,3.68,0.55,5.81,0.5,0,0
Per Eklund,14,5,177.8,70.31,182.88,Orthodox,37,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6
Neil Grove,12,8,198.12,120.2,198.12,Orthodox,53,0,0,0,0,0,0,1,14.3
Troy Mandaloniz,3,2,175.26,77.11,175.26,Orthodox,44,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0
Luigi Fioravanti,26,15,172.72,77.11,177.8,Orthodox,43,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
